C,NEMP.WORLD,NEXT_DAY_ACTUAL_GEN,AEMO,PUBLIC,2019/12/10,04:10:20,0000000316279415,NEXT_DAY_ACTUAL_GEN,0000000316279415
I,METER_DATA,GEN_DUID,1,INTERVAL_DATETIME,DUID,MWH_READING,LASTCHANGED
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",MTMILLAR,2.410985,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",PALOONA,14,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",PIONEER,24.200001,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",PORTWF,79.900002,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",REPULSE,32.968643,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",ROWALLAN,10.5435,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",ROYALLA1,0,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",RPCG,-1.10,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",RUBICON,0,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",SATGN1,0,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",SATGS1,0,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",STARHLWF,5.798309,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",WAUBRAWF,117.433998,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",WOOLNTH1,128.960022,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",WPWF,26,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",YAMBUKWF,13,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:05:00",YSWF1,12.70,"2019/12/09 04:00:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",BARCSF1,0.10,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",BUTLERSG,11.099998,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",CALL_A_4,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",CAPTL_WF,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",CATHROCK,40.409996,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",CHALLHWF,33.099998,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",CLOVER,-0.01,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",CLUNY,20.430761,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",CNUNDAWF,39.045547,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",CULLRGWF,8.23,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",ERGT01,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",GB01,-0.038765,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",GERMCRK,33.099998,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",GRIFSF1,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",HUGSF1,-0.2280,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",LKBONNY1,61.266224,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",LRSF1,0.0250,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",MBAHNTH,51.600006,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",MLSP1,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",MLWF1,13.2750,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",MTMILLAR,10.045771,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",PALOONA,27.67,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",PIONEER,24.200001,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",PORTWF,80.099998,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",REPULSE,32.917374,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",ROWALLAN,10.5790,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",ROYALLA1,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",RPCG,-1.10,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",RUBICON,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",SATGN1,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",SATGS1,0,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",STARHLWF,5.398426,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",WAUBRAWF,117.487999,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",WOOLNTH1,129.140015,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",WPWF,20,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",YAMBUKWF,14.30,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:10:00",YSWF1,12.30,"2019/12/09 04:05:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",BARCSF1,0.10,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",BUTLERSG,11.099998,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",CALL_A_4,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",CAPTL_WF,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",CATHROCK,41.989998,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",CHALLHWF,32.599998,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",CLOVER,-0.01,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",CLUNY,20.439919,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",CNUNDAWF,38.544964,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",CULLRGWF,8.89,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",ERGT01,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",GB01,-0.038765,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",GERMCRK,34.700001,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",GRIFSF1,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",HUGSF1,-0.2280,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",LKBONNY1,62.427246,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",LRSF1,0.0250,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",MBAHNTH,51.356247,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",MLSP1,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",MLWF1,15.1950,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",MTMILLAR,7.612462,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",PALOONA,27.939999,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",PIONEER,25.300001,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",PORTWF,80,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",REPULSE,33.044327,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",ROWALLAN,10.2808,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",ROYALLA1,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",RPCG,-1.10,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",RUBICON,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",SATGN1,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",SATGS1,0,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",STARHLWF,4.998542,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",WAUBRAWF,118.121002,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",WOOLNTH1,130.110016,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",WPWF,17,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:15:00",YSWF1,12.40,"2019/12/09 04:10:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",BARCSF1,0.10,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",BUTLERSG,11.099998,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",CALL_A_4,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",CAPTL_WF,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",CATHROCK,36.449997,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",CHALLHWF,33.099998,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",CLOVER,-0.01,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",CLUNY,20.445412,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",CNUNDAWF,36.542629,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",CULLRGWF,8.68,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",ERGT01,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",GB01,-0.038765,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",GERMCRK,34.900002,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",GRIFSF1,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",HUGSF1,-0.2280,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",LKBONNY1,63.945503,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",LRSF1,0.0250,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",MBAHNTH,51.637497,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",MLSP1,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",MLWF1,16.619999,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",MTMILLAR,6.511147,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",PALOONA,27.939999,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",PIONEER,25.90,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",PORTWF,80,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",REPULSE,32.873425,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",ROWALLAN,10.5435,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",ROYALLA1,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",RPCG,-1.10,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",RUBICON,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",SATGN1,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",SATGS1,0,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",STARHLWF,4.198776,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",WAUBRAWF,120.634003,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",WOOLNTH1,129.350021,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",WPWF,16,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:20:00",YSWF1,12.40,"2019/12/09 04:15:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",BARCSF1,0.10,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",BUTLERSG,11.099998,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",CALL_A_4,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",CAPTL_WF,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",CATHROCK,34.109997,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",CHALLHWF,32.199997,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",CLOVER,-0.02,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",CLUNY,20.359350,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",CNUNDAWF,35.641579,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",CULLRGWF,9.42,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",ERGT01,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",GB01,-0.038765,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",GERMCRK,34.700001,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",GRIFSF1,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",HUGSF1,-0.2280,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",LKBONNY1,66.267548,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",LRSF1,0.0250,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",MBAHNTH,51.768753,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",MLSP1,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",MLWF1,17.3550,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",MTMILLAR,2.120774,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",PALOONA,27.939999,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",PIONEER,25.800001,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",PORTWF,80.400002,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",REPULSE,32.936905,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",ROWALLAN,10.5861,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",ROYALLA1,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",RPCG,-1.10,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",RUBICON,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",SATGN1,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",SATGS1,0,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",STARHLWF,4.098805,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",WAUBRAWF,121.936996,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",WOOLNTH1,129.530014,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",WPWF,11,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:25:00",YSWF1,11.70,"2019/12/09 04:20:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",BARCSF1,0.10,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",BUTLERSG,11.099998,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",CALL_A_4,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",CAPTL_WF,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",CATHROCK,30.509998,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",CHALLHWF,33.299999,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",CLOVER,-0.01,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",CLUNY,20.482948,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",CNUNDAWF,36.042046,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",CULLRGWF,9.25,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",ERGT01,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",GB01,-0.038765,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",GERMCRK,35.099998,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",GRIFSF1,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",HUGSF1,-0.2280,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",LKBONNY1,61.087605,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",LRSF1,0.0250,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",MBAHNTH,51.543747,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",MLSP1,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",MLWF1,17.8950,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",MTMILLAR,1.800797,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",PALOONA,27.939999,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",PIONEER,26.200001,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",PORTWF,80.099998,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",REPULSE,32.949112,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",ROWALLAN,10.5222,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",ROYALLA1,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",RPCG,-1.10,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",RUBICON,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",SATGN1,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",SATGS1,0,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",STARHLWF,4.098805,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",WAUBRAWF,125.289001,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",WOOLNTH1,128.840027,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",WPWF,6,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:30:00",YSWF1,12.40,"2019/12/09 04:25:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",BARCSF1,0.10,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",BUTLERSG,11.099998,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",CALL_A_4,0,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",CAPTL_WF,0,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",CATHROCK,31.089998,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",CHALLHWF,33.599998,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",CLOVER,-0.02,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",CLUNY,20.445412,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",CNUNDAWF,35.341225,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",CULLRGWF,9.51,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",ERGT01,0,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",GB01,-0.038765,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",GERMCRK,35,"2019/12/09 04:30:04"
D,METER_DATA,GEN_DUID,1,"2019/12/09 04:35:00",GRIFSF1,0,"2019/12/09 04:30:04"
